"location","hits","keyword","geo","gprop","date"
"Georgia",26,"abortion clinic","US","web","2024-10-25 2024-10-26"
"Massachusetts",21,"abortion clinic","US","web","2024-10-25 2024-10-26"
"Virginia",20,"abortion clinic","US","web","2024-10-25 2024-10-26"
"North Carolina",17,"abortion clinic","US","web","2024-10-25 2024-10-26"
"Florida",14,"abortion clinic","US","web","2024-10-25 2024-10-26"
"Ohio",14,"abortion clinic","US","web","2024-10-25 2024-10-26"
"New York",12,"abortion clinic","US","web","2024-10-25 2024-10-26"
"Texas",7,"abortion clinic","US","web","2024-10-25 2024-10-26"
"Alaska",NA,"abortion clinic","US","web","2024-10-25 2024-10-26"
"Wyoming",NA,"abortion clinic","US","web","2024-10-25 2024-10-26"
"Iowa",NA,"abortion clinic","US","web","2024-10-25 2024-10-26"
"Idaho",NA,"abortion clinic","US","web","2024-10-25 2024-10-26"
"Illinois",NA,"abortion clinic","US","web","2024-10-25 2024-10-26"
"Indiana",NA,"abortion clinic","US","web","2024-10-25 2024-10-26"
"Kansas",NA,"abortion clinic","US","web","2024-10-25 2024-10-26"
"Kentucky",NA,"abortion clinic","US","web","2024-10-25 2024-10-26"
"Louisiana",NA,"abortion clinic","US","web","2024-10-25 2024-10-26"
"Delaware",NA,"abortion clinic","US","web","2024-10-25 2024-10-26"
"Maryland",NA,"abortion clinic","US","web","2024-10-25 2024-10-26"
"Maine",NA,"abortion clinic","US","web","2024-10-25 2024-10-26"
"Michigan",NA,"abortion clinic","US","web","2024-10-25 2024-10-26"
"Minnesota",NA,"abortion clinic","US","web","2024-10-25 2024-10-26"
"Missouri",NA,"abortion clinic","US","web","2024-10-25 2024-10-26"
"Mississippi",NA,"abortion clinic","US","web","2024-10-25 2024-10-26"
"Montana",NA,"abortion clinic","US","web","2024-10-25 2024-10-26"
"District of Columbia",NA,"abortion clinic","US","web","2024-10-25 2024-10-26"
"North Dakota",NA,"abortion clinic","US","web","2024-10-25 2024-10-26"
"Nebraska",NA,"abortion clinic","US","web","2024-10-25 2024-10-26"
"New Hampshire",NA,"abortion clinic","US","web","2024-10-25 2024-10-26"
"New Jersey",NA,"abortion clinic","US","web","2024-10-25 2024-10-26"
"Connecticut",NA,"abortion clinic","US","web","2024-10-25 2024-10-26"
"Nevada",NA,"abortion clinic","US","web","2024-10-25 2024-10-26"
"Colorado",NA,"abortion clinic","US","web","2024-10-25 2024-10-26"
"California",NA,"abortion clinic","US","web","2024-10-25 2024-10-26"
"Oklahoma",NA,"abortion clinic","US","web","2024-10-25 2024-10-26"
"Oregon",NA,"abortion clinic","US","web","2024-10-25 2024-10-26"
"Pennsylvania",NA,"abortion clinic","US","web","2024-10-25 2024-10-26"
"Rhode Island",NA,"abortion clinic","US","web","2024-10-25 2024-10-26"
"South Carolina",NA,"abortion clinic","US","web","2024-10-25 2024-10-26"
"South Dakota",NA,"abortion clinic","US","web","2024-10-25 2024-10-26"
"Arizona",NA,"abortion clinic","US","web","2024-10-25 2024-10-26"
"Arkansas",NA,"abortion clinic","US","web","2024-10-25 2024-10-26"
"Utah",NA,"abortion clinic","US","web","2024-10-25 2024-10-26"
"Alabama",NA,"abortion clinic","US","web","2024-10-25 2024-10-26"
"Vermont",NA,"abortion clinic","US","web","2024-10-25 2024-10-26"
"Washington",NA,"abortion clinic","US","web","2024-10-25 2024-10-26"
"Wisconsin",NA,"abortion clinic","US","web","2024-10-25 2024-10-26"
"West Virginia",NA,"abortion clinic","US","web","2024-10-25 2024-10-26"
"Hawaii",NA,"abortion clinic","US","web","2024-10-25 2024-10-26"
"District of Columbia",100,"vasectomy","US","web","2024-10-25 2024-10-26"
"Oklahoma",45,"vasectomy","US","web","2024-10-25 2024-10-26"
"Michigan",20,"vasectomy","US","web","2024-10-25 2024-10-26"
"North Carolina",19,"vasectomy","US","web","2024-10-25 2024-10-26"
"Washington",18,"vasectomy","US","web","2024-10-25 2024-10-26"
"Indiana",18,"vasectomy","US","web","2024-10-25 2024-10-26"
"Ohio",17,"vasectomy","US","web","2024-10-25 2024-10-26"
"Arizona",17,"vasectomy","US","web","2024-10-25 2024-10-26"
"Illinois",16,"vasectomy","US","web","2024-10-25 2024-10-26"
"Tennessee",16,"vasectomy","US","web","2024-10-25 2024-10-26"
"Florida",14,"vasectomy","US","web","2024-10-25 2024-10-26"
"California",14,"vasectomy","US","web","2024-10-25 2024-10-26"
"Texas",14,"vasectomy","US","web","2024-10-25 2024-10-26"
"Pennsylvania",12,"vasectomy","US","web","2024-10-25 2024-10-26"
"New Jersey",11,"vasectomy","US","web","2024-10-25 2024-10-26"
"Georgia",11,"vasectomy","US","web","2024-10-25 2024-10-26"
"Virginia",10,"vasectomy","US","web","2024-10-25 2024-10-26"
"New York",8,"vasectomy","US","web","2024-10-25 2024-10-26"
"Alaska",NA,"vasectomy","US","web","2024-10-25 2024-10-26"
"Wyoming",NA,"vasectomy","US","web","2024-10-25 2024-10-26"
"Maryland",NA,"vasectomy","US","web","2024-10-25 2024-10-26"
"Maine",NA,"vasectomy","US","web","2024-10-25 2024-10-26"
"Louisiana",NA,"vasectomy","US","web","2024-10-25 2024-10-26"
"Minnesota",NA,"vasectomy","US","web","2024-10-25 2024-10-26"
"Missouri",NA,"vasectomy","US","web","2024-10-25 2024-10-26"
"Mississippi",NA,"vasectomy","US","web","2024-10-25 2024-10-26"
"Montana",NA,"vasectomy","US","web","2024-10-25 2024-10-26"
"Kentucky",NA,"vasectomy","US","web","2024-10-25 2024-10-26"
"North Dakota",NA,"vasectomy","US","web","2024-10-25 2024-10-26"
"Nebraska",NA,"vasectomy","US","web","2024-10-25 2024-10-26"
"New Hampshire",NA,"vasectomy","US","web","2024-10-25 2024-10-26"
"Kansas",NA,"vasectomy","US","web","2024-10-25 2024-10-26"
"New Mexico",NA,"vasectomy","US","web","2024-10-25 2024-10-26"
"Nevada",NA,"vasectomy","US","web","2024-10-25 2024-10-26"
"Idaho",NA,"vasectomy","US","web","2024-10-25 2024-10-26"
"Iowa",NA,"vasectomy","US","web","2024-10-25 2024-10-26"
"Hawaii",NA,"vasectomy","US","web","2024-10-25 2024-10-26"
"Oregon",NA,"vasectomy","US","web","2024-10-25 2024-10-26"
"Delaware",NA,"vasectomy","US","web","2024-10-25 2024-10-26"
"Rhode Island",NA,"vasectomy","US","web","2024-10-25 2024-10-26"
"South Carolina",NA,"vasectomy","US","web","2024-10-25 2024-10-26"
"South Dakota",NA,"vasectomy","US","web","2024-10-25 2024-10-26"
"Connecticut",NA,"vasectomy","US","web","2024-10-25 2024-10-26"
"Colorado",NA,"vasectomy","US","web","2024-10-25 2024-10-26"
"Utah",NA,"vasectomy","US","web","2024-10-25 2024-10-26"
"Arkansas",NA,"vasectomy","US","web","2024-10-25 2024-10-26"
"Vermont",NA,"vasectomy","US","web","2024-10-25 2024-10-26"
"Alabama",NA,"vasectomy","US","web","2024-10-25 2024-10-26"
"Wisconsin",NA,"vasectomy","US","web","2024-10-25 2024-10-26"
"West Virginia",NA,"vasectomy","US","web","2024-10-25 2024-10-26"
"Massachusetts",NA,"vasectomy","US","web","2024-10-25 2024-10-26"
"Nebraska",100,"abortion","US","web","2024-10-27 2024-10-28"
"Arizona",76,"abortion","US","web","2024-10-27 2024-10-28"
"Missouri",72,"abortion","US","web","2024-10-27 2024-10-28"
"Vermont",71,"abortion","US","web","2024-10-27 2024-10-28"
"Florida",68,"abortion","US","web","2024-10-27 2024-10-28"
"Michigan",62,"abortion","US","web","2024-10-27 2024-10-28"
"District of Columbia",62,"abortion","US","web","2024-10-27 2024-10-28"
"Alaska",59,"abortion","US","web","2024-10-27 2024-10-28"
"North Carolina",56,"abortion","US","web","2024-10-27 2024-10-28"
"Montana",55,"abortion","US","web","2024-10-27 2024-10-28"
"Nevada",54,"abortion","US","web","2024-10-27 2024-10-28"
"Wisconsin",54,"abortion","US","web","2024-10-27 2024-10-28"
"Iowa",53,"abortion","US","web","2024-10-27 2024-10-28"
"Maryland",53,"abortion","US","web","2024-10-27 2024-10-28"
"Ohio",52,"abortion","US","web","2024-10-27 2024-10-28"
"Indiana",52,"abortion","US","web","2024-10-27 2024-10-28"
"Arkansas",52,"abortion","US","web","2024-10-27 2024-10-28"
"South Carolina",49,"abortion","US","web","2024-10-27 2024-10-28"
"New Hampshire",47,"abortion","US","web","2024-10-27 2024-10-28"
"Kansas",47,"abortion","US","web","2024-10-27 2024-10-28"
"Maine",47,"abortion","US","web","2024-10-27 2024-10-28"
"Georgia",46,"abortion","US","web","2024-10-27 2024-10-28"
"Colorado",45,"abortion","US","web","2024-10-27 2024-10-28"
"Pennsylvania",45,"abortion","US","web","2024-10-27 2024-10-28"
"New York",42,"abortion","US","web","2024-10-27 2024-10-28"
"Washington",42,"abortion","US","web","2024-10-27 2024-10-28"
"Texas",41,"abortion","US","web","2024-10-27 2024-10-28"
"New Mexico",41,"abortion","US","web","2024-10-27 2024-10-28"
"Illinois",41,"abortion","US","web","2024-10-27 2024-10-28"
"Virginia",41,"abortion","US","web","2024-10-27 2024-10-28"
"Oregon",40,"abortion","US","web","2024-10-27 2024-10-28"
"Massachusetts",39,"abortion","US","web","2024-10-27 2024-10-28"
"Kentucky",39,"abortion","US","web","2024-10-27 2024-10-28"
"Rhode Island",38,"abortion","US","web","2024-10-27 2024-10-28"
"Minnesota",38,"abortion","US","web","2024-10-27 2024-10-28"
"Connecticut",38,"abortion","US","web","2024-10-27 2024-10-28"
"New Jersey",38,"abortion","US","web","2024-10-27 2024-10-28"
"Mississippi",37,"abortion","US","web","2024-10-27 2024-10-28"
"West Virginia",37,"abortion","US","web","2024-10-27 2024-10-28"
"Tennessee",37,"abortion","US","web","2024-10-27 2024-10-28"
"Oklahoma",36,"abortion","US","web","2024-10-27 2024-10-28"
"Louisiana",34,"abortion","US","web","2024-10-27 2024-10-28"
"Alabama",32,"abortion","US","web","2024-10-27 2024-10-28"
"Utah",32,"abortion","US","web","2024-10-27 2024-10-28"
"Hawaii",30,"abortion","US","web","2024-10-27 2024-10-28"
"California",28,"abortion","US","web","2024-10-27 2024-10-28"
"Idaho",27,"abortion","US","web","2024-10-27 2024-10-28"
"North Dakota",NA,"abortion","US","web","2024-10-27 2024-10-28"
"South Dakota",NA,"abortion","US","web","2024-10-27 2024-10-28"
"Delaware",NA,"abortion","US","web","2024-10-27 2024-10-28"
"Wyoming",NA,"abortion","US","web","2024-10-27 2024-10-28"
"Alaska",NA,"bisalp","US","web","2024-10-27 2024-10-28"
"Alabama",NA,"bisalp","US","web","2024-10-27 2024-10-28"
"Arkansas",NA,"bisalp","US","web","2024-10-27 2024-10-28"
"Arizona",NA,"bisalp","US","web","2024-10-27 2024-10-28"
"California",NA,"bisalp","US","web","2024-10-27 2024-10-28"
"Colorado",NA,"bisalp","US","web","2024-10-27 2024-10-28"
"Connecticut",NA,"bisalp","US","web","2024-10-27 2024-10-28"
"District of Columbia",NA,"bisalp","US","web","2024-10-27 2024-10-28"
"Delaware",NA,"bisalp","US","web","2024-10-27 2024-10-28"
"Florida",NA,"bisalp","US","web","2024-10-27 2024-10-28"
"Georgia",NA,"bisalp","US","web","2024-10-27 2024-10-28"
"Hawaii",NA,"bisalp","US","web","2024-10-27 2024-10-28"
"Iowa",NA,"bisalp","US","web","2024-10-27 2024-10-28"
"Idaho",NA,"bisalp","US","web","2024-10-27 2024-10-28"
"Illinois",NA,"bisalp","US","web","2024-10-27 2024-10-28"
"Indiana",NA,"bisalp","US","web","2024-10-27 2024-10-28"
"Kansas",NA,"bisalp","US","web","2024-10-27 2024-10-28"
"Kentucky",NA,"bisalp","US","web","2024-10-27 2024-10-28"
"Louisiana",NA,"bisalp","US","web","2024-10-27 2024-10-28"
"Massachusetts",NA,"bisalp","US","web","2024-10-27 2024-10-28"
"Maryland",NA,"bisalp","US","web","2024-10-27 2024-10-28"
"Maine",NA,"bisalp","US","web","2024-10-27 2024-10-28"
"Michigan",NA,"bisalp","US","web","2024-10-27 2024-10-28"
"Minnesota",NA,"bisalp","US","web","2024-10-27 2024-10-28"
"Missouri",NA,"bisalp","US","web","2024-10-27 2024-10-28"
"Mississippi",NA,"bisalp","US","web","2024-10-27 2024-10-28"
"Montana",NA,"bisalp","US","web","2024-10-27 2024-10-28"
"North Carolina",NA,"bisalp","US","web","2024-10-27 2024-10-28"
"North Dakota",NA,"bisalp","US","web","2024-10-27 2024-10-28"
"Nebraska",NA,"bisalp","US","web","2024-10-27 2024-10-28"
"New Hampshire",NA,"bisalp","US","web","2024-10-27 2024-10-28"
"New Jersey",NA,"bisalp","US","web","2024-10-27 2024-10-28"
"New Mexico",NA,"bisalp","US","web","2024-10-27 2024-10-28"
"Nevada",NA,"bisalp","US","web","2024-10-27 2024-10-28"
"New York",NA,"bisalp","US","web","2024-10-27 2024-10-28"
"Ohio",NA,"bisalp","US","web","2024-10-27 2024-10-28"
"Oklahoma",NA,"bisalp","US","web","2024-10-27 2024-10-28"
"Oregon",NA,"bisalp","US","web","2024-10-27 2024-10-28"
"Pennsylvania",NA,"bisalp","US","web","2024-10-27 2024-10-28"
"Rhode Island",NA,"bisalp","US","web","2024-10-27 2024-10-28"
"South Carolina",NA,"bisalp","US","web","2024-10-27 2024-10-28"
"South Dakota",NA,"bisalp","US","web","2024-10-27 2024-10-28"
"Tennessee",NA,"bisalp","US","web","2024-10-27 2024-10-28"
"Texas",NA,"bisalp","US","web","2024-10-27 2024-10-28"
"Utah",NA,"bisalp","US","web","2024-10-27 2024-10-28"
"Virginia",NA,"bisalp","US","web","2024-10-27 2024-10-28"
"Vermont",NA,"bisalp","US","web","2024-10-27 2024-10-28"
"Washington",NA,"bisalp","US","web","2024-10-27 2024-10-28"
"Wisconsin",NA,"bisalp","US","web","2024-10-27 2024-10-28"
"West Virginia",NA,"bisalp","US","web","2024-10-27 2024-10-28"
"Wyoming",NA,"bisalp","US","web","2024-10-27 2024-10-28"
"New Mexico",100,"plan B","US","web","2024-10-27 2024-10-28"
"Alabama",90,"plan B","US","web","2024-10-27 2024-10-28"
"Texas",86,"plan B","US","web","2024-10-27 2024-10-28"
"Indiana",82,"plan B","US","web","2024-10-27 2024-10-28"
"Arkansas",78,"plan B","US","web","2024-10-27 2024-10-28"
"Louisiana",77,"plan B","US","web","2024-10-27 2024-10-28"
"Idaho",77,"plan B","US","web","2024-10-27 2024-10-28"
"Oregon",76,"plan B","US","web","2024-10-27 2024-10-28"
"Connecticut",76,"plan B","US","web","2024-10-27 2024-10-28"
"South Carolina",75,"plan B","US","web","2024-10-27 2024-10-28"
"Missouri",74,"plan B","US","web","2024-10-27 2024-10-28"
"Mississippi",74,"plan B","US","web","2024-10-27 2024-10-28"
"Georgia",71,"plan B","US","web","2024-10-27 2024-10-28"
"Florida",66,"plan B","US","web","2024-10-27 2024-10-28"
"Arizona",65,"plan B","US","web","2024-10-27 2024-10-28"
"California",65,"plan B","US","web","2024-10-27 2024-10-28"
"Tennessee",61,"plan B","US","web","2024-10-27 2024-10-28"
"Wisconsin",61,"plan B","US","web","2024-10-27 2024-10-28"
"North Carolina",60,"plan B","US","web","2024-10-27 2024-10-28"
"Michigan",56,"plan B","US","web","2024-10-27 2024-10-28"
"Illinois",54,"plan B","US","web","2024-10-27 2024-10-28"
"Pennsylvania",53,"plan B","US","web","2024-10-27 2024-10-28"
"Massachusetts",53,"plan B","US","web","2024-10-27 2024-10-28"
"Kentucky",53,"plan B","US","web","2024-10-27 2024-10-28"
"Oklahoma",51,"plan B","US","web","2024-10-27 2024-10-28"
"Nevada",50,"plan B","US","web","2024-10-27 2024-10-28"
"Iowa",46,"plan B","US","web","2024-10-27 2024-10-28"
"New York",46,"plan B","US","web","2024-10-27 2024-10-28"
"Maryland",43,"plan B","US","web","2024-10-27 2024-10-28"
"Utah",42,"plan B","US","web","2024-10-27 2024-10-28"
"Virginia",41,"plan B","US","web","2024-10-27 2024-10-28"
"New Jersey",40,"plan B","US","web","2024-10-27 2024-10-28"
"Washington",40,"plan B","US","web","2024-10-27 2024-10-28"
"Ohio",38,"plan B","US","web","2024-10-27 2024-10-28"
"Colorado",32,"plan B","US","web","2024-10-27 2024-10-28"
"Minnesota",26,"plan B","US","web","2024-10-27 2024-10-28"
"Alaska",NA,"plan B","US","web","2024-10-27 2024-10-28"
"New Hampshire",NA,"plan B","US","web","2024-10-27 2024-10-28"
"Nebraska",NA,"plan B","US","web","2024-10-27 2024-10-28"
"Rhode Island",NA,"plan B","US","web","2024-10-27 2024-10-28"
"North Dakota",NA,"plan B","US","web","2024-10-27 2024-10-28"
"South Dakota",NA,"plan B","US","web","2024-10-27 2024-10-28"
"Montana",NA,"plan B","US","web","2024-10-27 2024-10-28"
"Maine",NA,"plan B","US","web","2024-10-27 2024-10-28"
"Kansas",NA,"plan B","US","web","2024-10-27 2024-10-28"
"Hawaii",NA,"plan B","US","web","2024-10-27 2024-10-28"
"Vermont",NA,"plan B","US","web","2024-10-27 2024-10-28"
"Delaware",NA,"plan B","US","web","2024-10-27 2024-10-28"
"District of Columbia",NA,"plan B","US","web","2024-10-27 2024-10-28"
"West Virginia",NA,"plan B","US","web","2024-10-27 2024-10-28"
"Wyoming",NA,"plan B","US","web","2024-10-27 2024-10-28"
"Ohio",100,"abortion clinic","US","web","2024-10-27 2024-10-28"
"Florida",50,"abortion clinic","US","web","2024-10-27 2024-10-28"
"Texas",46,"abortion clinic","US","web","2024-10-27 2024-10-28"
"California",26,"abortion clinic","US","web","2024-10-27 2024-10-28"
"Alaska",NA,"abortion clinic","US","web","2024-10-27 2024-10-28"
"Wyoming",NA,"abortion clinic","US","web","2024-10-27 2024-10-28"
"Connecticut",NA,"abortion clinic","US","web","2024-10-27 2024-10-28"
"District of Columbia",NA,"abortion clinic","US","web","2024-10-27 2024-10-28"
"Delaware",NA,"abortion clinic","US","web","2024-10-27 2024-10-28"
"Arizona",NA,"abortion clinic","US","web","2024-10-27 2024-10-28"
"Georgia",NA,"abortion clinic","US","web","2024-10-27 2024-10-28"
"Hawaii",NA,"abortion clinic","US","web","2024-10-27 2024-10-28"
"Iowa",NA,"abortion clinic","US","web","2024-10-27 2024-10-28"
"Idaho",NA,"abortion clinic","US","web","2024-10-27 2024-10-28"
"Illinois",NA,"abortion clinic","US","web","2024-10-27 2024-10-28"
"Indiana",NA,"abortion clinic","US","web","2024-10-27 2024-10-28"
"Kansas",NA,"abortion clinic","US","web","2024-10-27 2024-10-28"
"Kentucky",NA,"abortion clinic","US","web","2024-10-27 2024-10-28"
"Louisiana",NA,"abortion clinic","US","web","2024-10-27 2024-10-28"
"Massachusetts",NA,"abortion clinic","US","web","2024-10-27 2024-10-28"
"Maryland",NA,"abortion clinic","US","web","2024-10-27 2024-10-28"
"Maine",NA,"abortion clinic","US","web","2024-10-27 2024-10-28"
"Michigan",NA,"abortion clinic","US","web","2024-10-27 2024-10-28"
"Minnesota",NA,"abortion clinic","US","web","2024-10-27 2024-10-28"
"Missouri",NA,"abortion clinic","US","web","2024-10-27 2024-10-28"
"Mississippi",NA,"abortion clinic","US","web","2024-10-27 2024-10-28"
"Montana",NA,"abortion clinic","US","web","2024-10-27 2024-10-28"
"North Carolina",NA,"abortion clinic","US","web","2024-10-27 2024-10-28"
"North Dakota",NA,"abortion clinic","US","web","2024-10-27 2024-10-28"
"Nebraska",NA,"abortion clinic","US","web","2024-10-27 2024-10-28"
"New Hampshire",NA,"abortion clinic","US","web","2024-10-27 2024-10-28"
"New Jersey",NA,"abortion clinic","US","web","2024-10-27 2024-10-28"
"New Mexico",NA,"abortion clinic","US","web","2024-10-27 2024-10-28"
"Nevada",NA,"abortion clinic","US","web","2024-10-27 2024-10-28"
"New York",NA,"abortion clinic","US","web","2024-10-27 2024-10-28"
"Arkansas",NA,"abortion clinic","US","web","2024-10-27 2024-10-28"
"Oklahoma",NA,"abortion clinic","US","web","2024-10-27 2024-10-28"
"Oregon",NA,"abortion clinic","US","web","2024-10-27 2024-10-28"
"Pennsylvania",NA,"abortion clinic","US","web","2024-10-27 2024-10-28"
"Rhode Island",NA,"abortion clinic","US","web","2024-10-27 2024-10-28"
"South Carolina",NA,"abortion clinic","US","web","2024-10-27 2024-10-28"
"South Dakota",NA,"abortion clinic","US","web","2024-10-27 2024-10-28"
"Tennessee",NA,"abortion clinic","US","web","2024-10-27 2024-10-28"
"Alabama",NA,"abortion clinic","US","web","2024-10-27 2024-10-28"
"Utah",NA,"abortion clinic","US","web","2024-10-27 2024-10-28"
"Virginia",NA,"abortion clinic","US","web","2024-10-27 2024-10-28"
"Vermont",NA,"abortion clinic","US","web","2024-10-27 2024-10-28"
"Washington",NA,"abortion clinic","US","web","2024-10-27 2024-10-28"
"Wisconsin",NA,"abortion clinic","US","web","2024-10-27 2024-10-28"
"West Virginia",NA,"abortion clinic","US","web","2024-10-27 2024-10-28"
"Colorado",NA,"abortion clinic","US","web","2024-10-27 2024-10-28"
"Utah",100,"vasectomy","US","web","2024-10-27 2024-10-28"
"South Carolina",93,"vasectomy","US","web","2024-10-27 2024-10-28"
"Maryland",75,"vasectomy","US","web","2024-10-27 2024-10-28"
"Arizona",73,"vasectomy","US","web","2024-10-27 2024-10-28"
"Colorado",64,"vasectomy","US","web","2024-10-27 2024-10-28"
"Indiana",64,"vasectomy","US","web","2024-10-27 2024-10-28"
"Tennessee",64,"vasectomy","US","web","2024-10-27 2024-10-28"
"Michigan",63,"vasectomy","US","web","2024-10-27 2024-10-28"
"Ohio",61,"vasectomy","US","web","2024-10-27 2024-10-28"
"Georgia",60,"vasectomy","US","web","2024-10-27 2024-10-28"
"Illinois",55,"vasectomy","US","web","2024-10-27 2024-10-28"
"Texas",46,"vasectomy","US","web","2024-10-27 2024-10-28"
"Florida",44,"vasectomy","US","web","2024-10-27 2024-10-28"
"Washington",39,"vasectomy","US","web","2024-10-27 2024-10-28"
"Pennsylvania",39,"vasectomy","US","web","2024-10-27 2024-10-28"
"North Carolina",36,"vasectomy","US","web","2024-10-27 2024-10-28"
"Virginia",36,"vasectomy","US","web","2024-10-27 2024-10-28"
"New York",35,"vasectomy","US","web","2024-10-27 2024-10-28"
